station;2012;2013;2014;2015;2016;2017;stof;afkorting
NL49704;0.5;0.44;0.66;1.09;1.01;0.65;xyleen;none
NL49546;0.93;0.83;0.95;0.91;1.0;0.77;xyleen;none
NL49703;0.27;0.6;0.56;0.02;0.19;0.27;xyleen;none
NL49017;1.68;2.04;1.29;1.69;1.89;1.59;xyleen;none
