station;2012;2013;2014;2015;2016;2017;stof;afkorting
NL49553;0.95;0.75;0.93;0.87;1.18;0.87;waterstofsulfide;H2S
NL49551;1.07;1.32;1.28;1.15;1.16;0.79;waterstofsulfide;H2S
